,arrest_key,arrest_date,pd_desc,ofns_desc,law_code,law_cat_cd,age_group,perp_sex,perp_race,latitude,longitude,arrest_boro,arrest_precinct,jurisdiction_code
42792,192684162,2019-01-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.595817184000055,-73.94203174299997,K,61,0.0
42799,194697174,2019-03-14,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK HISPANIC,40.85580274300003,-73.84390995399997,B,49,0.0
42818,194051195,2019-02-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.56961193700005,-74.10815662899995,S,122,0.0
42846,195052864,2019-03-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,BLACK,40.83086041200005,-73.90288739199997,B,42,0.0
42913,199173490,2019-07-02,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601002,F,25-44,M,BLACK,40.600014875000056,-73.99945768099997,K,62,0.0
42917,192651563,2019-01-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,BLACK,40.60274595100003,-73.75007786499998,Q,101,0.0
42965,195003531,2019-03-21,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,F,BLACK HISPANIC,40.62280690000006,-74.02835139899997,K,68,0.0
43024,193261061,2019-02-06,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,WHITE HISPANIC,40.75544300500008,-73.94342324599995,Q,114,2.0
43064,195936609,2019-04-12,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.67597640200006,-73.96302338199996,K,77,0.0
43067,193733299,2019-02-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.582301992000055,-74.16893609499994,S,121,0.0
43089,194789850,2019-03-16,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,F,BLACK,40.70073376500005,-73.94193330699994,K,90,1.0
43130,193735920,2019-02-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK HISPANIC,40.63050046500007,-74.14714286199995,S,121,0.0
43190,194774505,2019-03-16,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.762043893000055,-73.82732958099996,Q,109,0.0
43191,193403149,2019-02-10,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,<18,M,WHITE HISPANIC,40.756594678000056,-73.87560301799994,Q,115,0.0
43194,193005101,2019-01-31,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.815929553000046,-73.94516735699995,M,32,0.0
43196,196375331,2019-04-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,WHITE HISPANIC,40.57758741600003,-73.97633607099993,K,60,0.0
43225,192861088,2019-01-28,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,<18,M,BLACK,40.57556809600004,-73.98093364699997,K,60,0.0
43228,194937971,2019-03-20,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.71398914600008,-73.99871367299994,M,5,0.0
43238,194697180,2019-03-14,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.86940749200005,-73.87999831299999,B,52,0.0
43248,194064963,2019-02-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.67998073800004,-73.77623390699995,Q,113,3.0
43268,196068802,2019-04-16,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,BLACK,40.67141166300007,-73.88151172399995,K,75,0.0
43277,193679556,2019-02-17,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK HISPANIC,40.85358740100003,-73.90059135599995,B,46,0.0
43322,195075888,2019-03-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,ASIAN / PACIFIC ISLANDER,40.88197861700007,-73.90726080799999,B,50,0.0
43330,193632304,2019-02-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,<18,M,BLACK,40.77480026400008,-73.95244750399996,M,19,0.0
43341,193535617,2019-02-13,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,BLACK,40.86010419200005,-73.86853703399998,B,49,0.0
43361,194278004,2019-03-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,25-44,M,ASIAN / PACIFIC ISLANDER,40.74500029700005,-73.87012832399995,Q,110,0.0
43384,195094998,2019-03-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.69559683900008,-73.78250681599997,Q,113,0.0
43395,194999331,2019-03-21,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK HISPANIC,40.82547196300004,-73.89294073699995,B,41,0.0
43440,192993191,2019-01-31,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.726293088000034,-73.73476084899994,Q,105,0.0
43477,193709407,2019-02-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,45-64,M,WHITE HISPANIC,40.83333630200008,-73.91716143599996,B,44,0.0
43511,193008270,2019-01-31,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,WHITE HISPANIC,40.69843969400006,-73.83112953899996,Q,102,0.0
43533,192969789,2019-01-30,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK HISPANIC,40.81679855000005,-73.88708391399996,B,41,0.0
43589,198644931,2019-06-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.69674454200003,-73.93479995899997,K,81,0.0
43593,194625469,2019-03-13,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,<18,M,BLACK,40.60274595100003,-73.75007786499998,Q,101,0.0
43595,193956815,2019-02-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,BLACK,40.81485289400007,-73.95631335299998,M,26,0.0
43599,193931320,2019-02-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,18-24,M,BLACK,40.64336110900007,-73.95776609099994,K,70,0.0
43667,193909351,2019-02-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,<18,M,BLACK,40.85537262600008,-73.89877763299995,B,46,0.0
43669,198517952,2019-06-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.75372087700004,-73.87555785399996,Q,115,0.0
43670,194201842,2019-03-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.70927911800004,-73.79731565699996,Q,107,0.0
43679,194257215,2019-03-04,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.81608766100004,-73.89582435399996,B,41,0.0
43699,192788003,2019-01-26,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601501,F,18-24,M,BLACK HISPANIC,40.850288299000056,-73.90387111799998,B,46,0.0
43716,194053768,2019-02-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.82338729100008,-73.87017044999999,B,43,0.0
43723,193011100,2019-01-31,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,WHITE HISPANIC,40.734485480000046,-73.86801268899995,Q,110,0.0
43810,193349382,2019-02-08,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,WHITE HISPANIC,40.73388303300004,-74.00542831099995,M,6,0.0
43847,195633479,2019-04-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,25-44,M,BLACK,40.683700646000034,-74.00050622499998,K,76,0.0
43854,193610514,2019-02-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,25-44,M,BLACK,40.83079891400007,-73.82694879599995,B,45,0.0
43874,195156453,2019-03-26,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK HISPANIC,40.810398494000026,-73.92489531099994,B,40,0.0
43884,192765537,2019-01-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK HISPANIC,40.67141166300007,-73.88151172399995,K,75,0.0
43902,194640941,2019-03-13,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,WHITE,40.57758741600003,-73.97633607099993,K,60,0.0
43930,196699835,2019-05-02,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102B,F,25-44,M,BLACK,40.810398494000026,-73.92489531099994,B,40,0.0
44009,196714224,2019-05-02,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 16010AX,F,25-44,M,BLACK,40.69536744700008,-73.98324342499996,K,84,0.0
44101,194278001,2019-03-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,F,BLACK,40.68004872600005,-73.77590919399995,Q,113,0.0
44124,193120749,2019-02-04,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK HISPANIC,40.71408191400008,-73.95499422799998,K,90,0.0
44234,195586220,2019-04-04,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,F,BLACK,40.87524729200004,-73.85971668999997,B,47,0.0
44258,193614411,2019-02-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,BLACK,40.67111083400005,-73.91356336299998,K,73,0.0
44336,194688903,2019-03-14,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,ASIAN / PACIFIC ISLANDER,40.637195692000034,-73.99418970899995,K,66,0.0
44428,195718079,2019-04-08,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,<18,M,BLACK HISPANIC,40.70451983100003,-73.89347040299998,Q,104,0.0
44429,194891134,2019-03-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102B,F,25-44,M,BLACK,40.84304926000004,-73.83878239499995,B,49,0.0
44430,193095292,2019-02-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,ASIAN / PACIFIC ISLANDER,40.63573005800004,-74.00383861399996,K,66,0.0
44440,193634923,2019-02-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK HISPANIC,40.85358740100003,-73.90059135599995,B,46,0.0
44443,193881238,2019-02-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK,40.799665264000055,-73.94719977999995,M,23,2.0
44446,195277285,2019-03-28,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,25-44,M,WHITE HISPANIC,40.762043893000055,-73.82732958099996,Q,109,0.0
44447,195217881,2019-03-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.71552621300003,-74.00123874799993,M,5,0.0
44484,195091073,2019-03-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,BLACK,40.80556876900005,-73.91449769999997,B,40,0.0
44519,195640542,2019-04-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,<18,M,WHITE HISPANIC,40.76591414500007,-73.99275613599997,M,18,0.0
44535,194903697,2019-03-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.815929553000046,-73.94516735699995,M,32,0.0
44542,193682122,2019-02-17,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,F,WHITE,40.67416802600008,-74.00219692399997,K,76,2.0
44545,192893732,2019-01-29,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,UNKNOWN,40.76576569100007,-73.93266024299999,Q,114,0.0
44557,192773870,2019-01-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,45-64,M,WHITE HISPANIC,40.743481264000025,-73.87400353699996,Q,110,0.0
44594,194285463,2019-03-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.57758741600003,-73.97633607099993,K,60,0.0
44619,193752167,2019-02-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,25-44,M,BLACK,40.71552621300003,-74.00123874799993,M,5,0.0
44633,196450916,2019-04-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,18-24,M,BLACK,40.76956124200007,-73.91536344699995,Q,114,0.0
44654,196193357,2019-04-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.82026367800006,-73.94561540699993,M,32,0.0
44682,193540987,2019-02-13,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.70629036500003,-73.95035033099998,K,90,0.0
44684,193932580,2019-02-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,WHITE HISPANIC,40.64051277200008,-74.01865540399996,K,72,0.0
44712,193602091,2019-02-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.83450276600007,-73.91337277999997,B,44,0.0
44766,193816279,2019-02-21,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,<18,M,BLACK,40.84413994500005,-73.90038861799997,B,48,0.0
44790,195718121,2019-04-08,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.64502274600005,-74.07721684699999,S,120,0.0
44802,193435651,2019-02-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,WHITE HISPANIC,40.85580274300003,-73.84390995399997,B,49,0.0
44844,194420144,2019-03-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,<18,M,WHITE HISPANIC,40.76690500600006,-73.96373101899997,M,19,0.0
44985,195542875,2019-04-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102B,F,18-24,M,BLACK,40.82229848500003,-73.91169413099993,B,42,0.0
45018,194097233,2019-02-28,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.68004872600005,-73.77590919399995,Q,113,0.0
45077,196057553,2019-04-16,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,25-44,M,BLACK,40.69438807200004,-73.98719600899994,K,84,0.0
45084,194324806,2019-03-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.73610605100004,-74.00911989199994,M,6,0.0
45094,192922252,2019-01-29,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.81895736600006,-73.95220279099993,M,26,0.0
45114,193725088,2019-02-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,F,WHITE HISPANIC,40.70451983100003,-73.89347040299998,Q,104,0.0
45137,194849139,2019-03-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.82883956500007,-73.93752514099998,M,32,0.0
45160,194105610,2019-02-28,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,45-64,M,BLACK HISPANIC,40.83778161800007,-73.91945797099999,B,44,0.0
45183,194312927,2019-03-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,F,WHITE HISPANIC,40.83502621100007,-73.92819941099998,B,44,0.0
45237,193741728,2019-02-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK HISPANIC,40.85580274300003,-73.84390995399997,B,49,0.0
45242,192310883,2019-01-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,<18,M,BLACK,40.82338729100008,-73.87017044999999,B,43,0.0
45254,194173201,2019-03-02,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,ASIAN / PACIFIC ISLANDER,40.82855489200006,-73.87964199199996,B,43,0.0
45259,193661993,2019-02-16,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,BLACK,40.67209323800006,-73.95029287299997,K,77,0.0
45273,194153320,2019-03-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,BLACK,40.726293088000034,-73.73476084899994,Q,105,0.0
45306,192209293,2019-01-12,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.73708228400005,-73.98296229999994,M,13,0.0
45342,193475929,2019-02-12,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,F,BLACK,40.705543085000045,-73.94291015499994,K,90,0.0
45359,193843268,2019-02-21,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.66448093900004,-73.95443654899998,K,71,0.0
45384,193765474,2019-02-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,<18,M,BLACK,40.78756730100002,-73.94313233199995,M,23,0.0
45388,193956705,2019-02-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,BLACK,40.82338729100008,-73.87017044999999,B,43,0.0
45390,194477155,2019-03-08,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.63068215900006,-73.97355396999995,K,70,0.0
45464,194153301,2019-03-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.67141166300007,-73.88151172399995,K,75,0.0
45473,194996366,2019-03-21,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK HISPANIC,40.82547196300004,-73.89294073699995,B,41,0.0
45521,194901338,2019-03-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160101X,F,<18,M,BLACK,40.87790568700007,-73.84792257099997,B,47,0.0
45527,196078875,2019-04-16,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,<18,M,BLACK,40.61041440500003,-73.94861722399997,K,61,0.0
45548,196588627,2019-04-30,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,WHITE HISPANIC,40.810398494000026,-73.92489531099994,B,40,0.0
45602,194022309,2019-02-26,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,45-64,M,BLACK,40.69224167400006,-73.98730099599999,K,84,0.0
45658,194720620,2019-03-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.72906475000008,-73.81102013199995,Q,107,0.0
45664,193618014,2019-02-14,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,<18,M,BLACK,40.83406831000008,-73.94294803999998,M,33,0.0
45675,193627627,2019-02-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601501,F,<18,M,BLACK,40.83778161800007,-73.91945797099999,B,44,0.0
45681,198097694,2019-06-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,45-64,M,WHITE HISPANIC,40.59601181300008,-73.74211638099996,Q,101,0.0
45707,193669725,2019-02-16,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,18-24,M,BLACK,40.70204686900007,-73.87962153299998,Q,104,0.0
45726,193564270,2019-02-14,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,45-64,M,WHITE HISPANIC,40.727623753000046,-73.95297906399998,K,94,0.0
45727,192612751,2019-01-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,BLACK,40.82229848500003,-73.91169413099993,B,42,0.0
45784,195189700,2019-03-26,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK HISPANIC,40.82492231800006,-73.85910013799997,B,43,0.0
45812,196611311,2019-04-30,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK HISPANIC,40.85358740100003,-73.90059135599995,B,46,0.0
45815,192856136,2019-01-28,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,25-44,M,BLACK,40.85358740100003,-73.90059135599995,B,46,0.0
45817,192741147,2019-01-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,F,WHITE,40.73708228400005,-73.98296229999994,M,13,0.0
45818,195353998,2019-03-30,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,<18,M,BLACK,40.671194574000026,-73.94203112099996,K,77,0.0
45880,195793303,2019-04-09,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.78644708400003,-73.94239661799998,M,23,0.0
45931,194835694,2019-03-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.70744736400008,-73.79214176799996,Q,103,0.0
46034,196251157,2019-04-20,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,ASIAN / PACIFIC ISLANDER,40.80855767700007,-73.95235475399994,M,28,0.0
46048,193862089,2019-02-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,WHITE HISPANIC,40.64298156500007,-74.07580556499994,S,120,0.0
46121,193435636,2019-02-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,<18,M,BLACK,40.810398494000026,-73.92489531099994,B,40,0.0
46124,194123484,2019-02-28,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,18-24,M,WHITE HISPANIC,40.82547196300004,-73.89294073699995,B,41,0.0
46137,193449143,2019-02-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,45-64,M,BLACK,40.814631743000064,-73.94610771899994,M,32,0.0
46140,195189702,2019-03-26,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.88733281800006,-73.84725001299995,B,47,0.0
46172,192348059,2019-01-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,45-64,M,BLACK,40.89919838400005,-73.85823008599993,B,47,97.0
46187,196621723,2019-04-30,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK HISPANIC,40.847334887000045,-73.90374165199995,B,46,0.0
46213,194901352,2019-03-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,25-44,M,BLACK,40.68874336800008,-73.94498708099997,K,79,0.0
46232,192695251,2019-01-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,WHITE,40.64502274600005,-74.07721684699999,S,120,0.0
46265,196391687,2019-04-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK HISPANIC,40.81606826600006,-73.90855208499994,B,40,0.0
46286,195913632,2019-04-12,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.86225524200006,-73.92629731299996,M,34,0.0
46291,193969362,2019-02-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.66416202000005,-73.94681681999998,K,71,0.0
46348,192814602,2019-01-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK HISPANIC,40.82229848500003,-73.91169413099993,B,42,0.0
46352,193918062,2019-02-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601002,F,18-24,M,BLACK HISPANIC,40.692788998000026,-73.86267530999999,Q,102,0.0
46362,194859112,2019-03-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,<18,M,BLACK HISPANIC,40.71781477800005,-73.78489818799994,Q,107,0.0
46366,193660404,2019-02-16,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.81486354100008,-73.91990116399995,B,40,0.0
46386,193185180,2019-02-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK HISPANIC,40.83026481100006,-73.90620546899999,B,42,0.0
46393,194085349,2019-02-28,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE,40.76111549000007,-73.98428093599995,M,18,0.0
46422,193647352,2019-02-16,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,25-44,M,WHITE HISPANIC,40.64007406600007,-74.01556372299996,K,72,0.0
46432,199099666,2019-06-29,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,BLACK,40.704115107000064,-73.79825466899996,Q,103,0.0
46461,193120754,2019-02-04,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,WHITE HISPANIC,40.65799306600008,-74.00069344599996,K,72,0.0
46471,196038941,2019-04-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,<18,M,BLACK,40.86992250900005,-73.87905369299995,B,52,0.0
46481,194753650,2019-03-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.68112594000007,-73.97436682299997,K,78,0.0
46484,193956819,2019-02-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,BLACK,40.82346294600006,-73.94338348199994,M,30,0.0
46498,195099294,2019-03-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE HISPANIC,40.84464334200004,-73.88955581599998,B,48,0.0
46512,198064572,2019-06-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,45-64,M,BLACK,40.87755442800005,-73.87293947099994,B,52,0.0
